hour,p_import_mw,p_export_mw,p_ely_mw,p_fc_mw,p_dg_mw,p_curt_mw,soc_mwh,objective_eur
172,0.65816874,0.0,0.0,0.0,5.0,0.0,0.0,109722.856990448
173,2.9829562,0.0,0.0,0.0,5.0,0.0,0.0,108626.9338053848
174,2.8845985,0.0,0.0,0.0,5.0,0.0,0.0,106886.2305185688
175,3.9349302,0.0,0.0,0.0,5.0,0.0,0.0,104748.8571535888
176,4.7153556,0.0,0.0,0.0,5.0,0.0,0.0,102832.02154295
177,9.4489545,0.0,0.0,0.0,5.0,0.0,0.0,101009.439041462
178,5.9520534,0.0,0.0,0.0,5.0,0.0,0.0,98256.88648940799
179,6.1179623,0.0,0.0,0.0,5.0,0.0,0.0,94741.842305236
180,6.0802487,0.0,0.0,0.0,5.0,0.0,0.0,94681.99724999
181,9.6607497,0.0,0.0,0.0,5.0,0.0,0.0,94211.80999836001
182,8.6033677,0.0,0.0,0.0,5.0,0.0,0.0,90278.47227678602
183,8.0476901,0.0,0.0,0.0,5.0,0.0,0.0,86913.28415457602
184,5.1499808,0.0,0.0,0.0,5.0,0.0,0.0,85366.920011554
185,9.8295097,0.0,0.0,0.0,5.0,0.0,0.0,83748.42956893
186,5.4244254,0.0,0.0,0.0,5.0,0.0,0.0,80235.56942126
187,3.6054228,0.0,0.0,0.0,5.0,0.0,0.0,76857.419425328
188,2.9669267,0.0,0.0,0.0,5.0,0.0,0.0,73803.21828070401
189,1.9940626,0.0,0.0,0.0,5.0,0.0,0.0,71366.012771618
190,4.5961453,0.0,0.0,0.0,5.0,0.0,0.0,69735.88590551
191,4.568509,0.0,0.0,0.0,5.0,0.0,0.0,66424.342686836
192,0.97180441,0.0,0.0,0.0,5.0,0.0,0.0,64712.015090427594
193,0.0,0.0,0.0,0.0,3.3710392,0.0,0.0,62491.2510545488
194,0.0,0.0,0.0,0.0,2.062043,0.0,0.0,61873.59176454879
195,0.0,0.0,0.0,0.0,3.6423984,0.0,0.0,61680.911664548796
196,0.0,0.0,0.0,0.0,3.2501052,0.0,0.0,62085.06629454879
197,0.0,0.0,0.0,0.0,4.2385525,0.0,0.0,62567.79758454879
198,0.0,0.0,0.0,0.0,3.2546228,0.0,0.0,64386.01890298479
199,0.51589229,0.0,0.0,0.0,5.0,0.0,0.0,65637.7835011264
200,1.630467,0.0,0.0,0.0,5.0,0.0,0.0,68566.15806195719
201,5.1868117,0.0,0.0,0.0,5.0,0.0,0.0,69091.94376996919
202,0.0,0.0,0.0,0.0,4.4447406,0.0,0.0,71900.77190057319
203,7.0332566,0.0,0.0,0.0,5.0,0.0,0.0,73439.1276942172
204,6.1135862,0.0,0.0,0.0,5.0,0.0,0.0,74363.8593018452
205,2.9153289,0.0,0.0,0.0,5.0,0.0,0.0,75336.7992898692
206,2.8899192,0.0,0.0,0.0,5.0,0.0,0.0,79441.1305562972
207,6.1202477,0.0,0.0,0.0,5.0,0.0,0.0,81910.5526223252
208,2.574648,0.0,0.0,0.0,5.0,0.0,0.0,83957.01340853321
209,4.0100117,0.0,0.0,0.0,5.0,0.0,0.0,85885.87411041319
210,0.0,0.0,0.0,0.0,4.1057362,0.0,0.0,88835.9785359452
211,0.0,0.0,0.0,0.0,2.6081371,0.0,0.0,90826.9111691092
212,0.0,0.0,0.0,0.0,3.2008692,0.0,0.0,93935.73585064118
213,0.0,0.0,0.0,0.0,3.8083911,0.0,0.0,96102.34176710318
214,0.0,0.0,0.0,0.0,3.2440226,0.0,0.0,98854.53921214718
215,0.91499787,0.0,0.0,0.0,5.0,0.0,0.0,103629.1982836492
216,0.0,0.0,0.0,0.0,1.0771139,0.0,0.0,105049.1965254696
217,0.0,0.0,0.0,0.0,1.998463,0.0,0.0,108012.97264611759
218,0.0,0.0,0.0,0.0,1.633865,0.0,0.0,110211.6692824176
219,0.0,0.0,0.0,0.0,4.5405198,0.0,0.0,112533.3419530736
220,0.0,0.0,0.0,0.0,4.3228414,0.0,0.0,113369.9849986496
221,3.1483527,0.0,0.0,0.0,5.0,0.0,0.0,114178.56928575759
222,0.99501762,0.0,0.0,0.0,5.0,0.0,0.0,113837.4915401416
223,5.7788526,0.0,0.0,0.0,5.0,0.0,0.0,114756.126452464
224,2.4212647,0.0,0.0,0.0,5.0,0.0,0.0,115399.84141549599
225,9.835166,0.0,0.0,0.0,5.0,0.0,0.0,118374.941767484
226,2.4185169,0.0,0.0,0.0,5.0,0.0,0.0,119474.726226884
227,7.9230391,0.0,0.0,0.0,5.0,0.0,0.0,121019.65255047599
228,7.204474,0.0,0.0,0.0,5.0,0.0,0.0,122412.51835504
229,10.268578,0.0,0.0,0.0,5.0,0.0,0.0,124463.35826292
230,7.1774709,0.0,0.0,0.0,5.0,0.0,0.0,124435.90993495999
231,9.2253519,0.0,0.0,0.0,5.0,0.0,0.0,126938.561276196
232,5.885477,0.0,0.0,0.0,5.0,0.0,0.0,128519.64383667198
233,9.0650888,0.0,0.0,0.0,5.0,0.0,0.0,129927.30715678798
234,2.9816689,0.0,0.0,0.0,5.0,0.0,0.0,131825.50983294
235,3.7049954,0.0,0.0,0.0,5.0,0.0,0.0,133284.954548152
236,2.4736539,0.0,0.0,0.0,5.0,0.0,0.0,134012.59116986798
237,4.0394718,0.0,0.0,0.0,5.0,0.0,0.0,135606.68993327196
238,7.2632419,0.0,0.0,0.0,5.0,0.0,0.0,135919.92615093998
239,3.9447799,0.0,0.0,0.0,5.0,0.0,0.0,136760.65626999998
240,2.5571336,0.0,0.0,0.0,5.0,0.0,0.0,137286.10326027998
241,1.8093475,0.0,0.0,0.0,5.0,0.0,0.0,138931.931384072
242,1.7216692,0.0,0.0,0.0,5.0,0.0,0.0,139734.123931468
243,1.3439382,0.0,0.0,0.0,5.0,0.0,0.0,139787.171758476
244,1.0750681,0.0,0.0,0.0,5.0,0.0,0.0,140542.42216069598
245,2.4206115,0.0,0.0,0.0,5.0,0.0,0.0,140895.081082848
246,2.9550648,0.0,0.0,0.0,5.0,0.0,0.0,142135.335047052
247,6.952273,0.0,0.0,0.0,5.0,0.0,0.0,141537.53000447998
248,8.005581,0.0,0.0,0.0,5.0,0.0,0.0,141125.549661102
249,11.899481,0.0,0.0,0.0,5.0,0.0,0.0,138507.77575647002
250,5.3183711,0.0,0.0,0.0,5.0,0.0,0.0,134934.10809014202
251,10.537473,0.0,0.0,0.0,5.0,0.0,0.0,132137.7223907531
252,11.053937,0.0,0.0,0.0,5.0,0.0,0.0,128620.1901538971
253,10.217057,0.0,0.0,0.0,5.0,0.0,0.0,122742.01801481956
254,11.874992,0.0,0.0,0.0,5.0,0.0,0.0,118398.52291024357
255,12.193072,0.0,0.0,0.0,5.0,0.0,0.0,111826.37286732356
256,8.5276861,0.0,0.0,0.0,5.0,0.0,0.0,105599.43729614238
257,12.628049,0.0,0.0,0.0,5.0,0.0,0.0,101284.74482208437
258,5.7210726,0.0,0.0,0.0,5.0,0.0,0.0,93472.29310184438
259,5.0313956,0.0,0.0,0.0,5.0,0.0,0.0,90469.52752251414
260,5.3795177,0.0,0.0,0.0,5.0,0.0,0.0,87316.78060426614
261,4.6104664,0.0,0.0,0.0,5.0,0.0,0.0,82894.59824440013
262,8.7957989,0.0,0.0,0.0,5.0,0.0,0.0,78951.72519668813
263,5.0659009,0.0,0.0,0.0,5.0,0.0,0.0,72984.69124612611
264,6.068758,0.0,0.0,0.0,5.0,0.0,0.0,69596.80006231411
265,3.5209472,0.0,0.0,0.0,5.0,0.0,0.0,67356.09150601813
266,1.8348548,0.0,0.0,0.0,5.0,0.0,0.0,65486.89355232212
267,2.9553797,0.0,0.0,0.0,5.0,0.0,0.0,63726.29192465812
268,1.8275195,0.0,0.0,0.0,5.0,0.0,0.0,62393.346268543326
269,5.0668818,0.0,0.0,0.0,5.0,0.0,0.0,60617.36696928333
270,1.6795569,0.0,0.0,0.0,5.0,0.0,0.0,57389.29966725933
271,6.2012789,0.0,0.0,0.0,5.0,0.0,0.0,57543.612697863326
272,3.0919728,0.0,0.0,0.0,5.0,0.0,0.0,55602.454907175335
273,5.1916432,0.0,0.0,0.0,5.0,0.0,0.0,56482.38732186333
274,0.069505383,0.0,0.0,0.0,5.0,0.0,0.0,57891.07503290733
275,3.9350024,0.0,0.0,0.0,5.0,0.0,0.0,62236.81173424025
276,0.020503298,0.0,0.0,0.0,5.0,0.0,0.0,67599.19115945626
277,2.0642394,0.0,0.0,0.0,5.0,0.0,0.0,74969.95436973376
278,0.0,0.0,0.0,0.0,4.4541571,0.0,0.0,78640.20529732177
279,0.50500313,0.0,0.0,0.0,5.0,0.0,0.0,84572.72261872177
280,0.42893155,0.0,0.0,0.0,5.0,0.0,0.0,88063.08146907097
281,0.0,0.0,0.0,0.0,2.5894837,0.0,0.0,90181.18347238496
282,0.084828176,0.0,0.0,0.0,5.0,0.0,0.0,96282.13825847296
283,0.0,0.0,0.0,0.0,4.1275024,0.0,0.0,99687.1448833392
284,0.0,0.0,0.0,0.0,1.7309188,0.0,0.0,103115.93149749721
285,0.0,0.0,0.0,0.0,1.8585258,0.0,0.0,107500.1723091072
286,0.0,0.0,0.0,0.0,2.4625898,0.0,0.0,110937.47227336321
287,0.0,0.0,0.0,0.0,2.747545,0.0,0.0,115484.81832279121
288,1.2878658,0.0,0.0,0.0,5.0,0.0,0.0,119148.08984574722
289,0.0,0.0,0.0,0.0,4.5133324,0.0,0.0,120926.67012663122
290,0.0,0.0,0.0,0.0,2.9985736,0.0,0.0,122165.01561419922
291,0.11133759,0.0,0.0,0.0,5.0,0.0,0.0,123474.94321038281
292,0.0,0.0,0.0,0.0,2.9567612,0.0,0.0,123515.46445830601
293,0.0,0.0,0.0,0.0,3.1037308,0.0,0.0,124680.07047586201
294,2.0088072,0.0,0.0,0.0,5.0,0.0,0.0,124270.925660862
295,2.6627653,0.0,0.0,0.0,5.0,0.0,0.0,120809.65850482209
296,4.7436216,0.0,0.0,0.0,5.0,0.0,0.0,118314.17922154808
297,7.8357751,0.0,0.0,0.0,5.0,0.0,0.0,113727.96654220288
