hour,p_import_mw,p_export_mw,p_ely_mw,p_fc_mw,p_dg_mw,p_curt_mw,soc_mwh,objective_eur
131,5.562020931360317,0.0,5.455498838012577e-10,3.710694096847739e-11,0.0,0.0,4.4093375220532054e-10,66624.24563326946
132,7.699240950229425,0.0,5.526702027068872e-10,3.065312459715275e-11,0.0,0.0,4.4728296082344024e-10,69939.12240631573
133,9.501698665635649,0.0,1.184217252858695e-09,1.0031842133777353e-11,6.503612718840275e-13,0.0,9.264057411410632e-10,71179.61812817947
134,6.980890480805386,0.0,6.084132406336135e-10,6.804731736537973e-11,0.0,0.0,5.471831280499586e-10,70933.79556080491
135,7.6521582860028055,0.0,6.308999862775132e-10,3.9429820383609164e-11,0.0,0.0,5.145670485644437e-10,72616.72713676254
136,7.341586197919007,0.0,7.04921194036948e-10,3.746071115973828e-11,0.0,0.0,5.615069709991566e-10,73271.27294603083
137,6.622146869472848,0.0,4.681085805010892e-10,4.2210316365757725e-11,0.0,0.0,3.992220547654594e-10,75878.05277692789
138,6.332756482033908,0.0,6.263267434387295e-10,2.760176631837838e-11,0.0,0.0,4.934095336893893e-10,78454.15645560094
139,3.987648482920141,0.0,6.77638895386727e-10,3.675126577155565e-11,0.0,0.0,5.382528768552635e-10,79365.38373959542
140,4.6451744060488105,0.0,2.366991678253833e-09,1.865388163476595e-11,7.197484658253033e-12,0.0,1.763307643388433e-09,81832.27436645061
141,4.437180938641928,0.0,2.134680705330243e-09,1.1471817704558967e-10,0.0,0.0,1.751738577077318e-09,84587.0099036489
142,5.252221294275637,0.0,6.646253159692094e-10,1.2854239450300675e-10,0.0,0.0,6.941085559244824e-10,85854.67000119289
143,5.661614207686312,0.0,2.0263531571068483e-09,3.0540323195869006e-11,7.576631124134156e-12,0.0,1.5442322326447032e-09,87430.15183923318
144,2.1995602762517596,0.0,5.255012947860443e-10,1.157228862430668e-10,0.0,0.0,5.657199542212595e-10,88306.5187968756
145,3.7623149027084124,0.0,6.008109980536761e-10,3.7843036718047905e-11,0.0,0.0,5.006986027121132e-10,89452.23951243226
146,2.5952364238472843,0.0,6.26504167090665e-10,3.5349613966627214e-11,0.0,0.0,5.064508816308188e-10,90123.76889685729
147,4.604815164701032,0.0,5.916320196064714e-10,3.412573283919315e-11,0.0,0.0,4.850745324800992e-10,90594.12298236195
148,4.8064749030409155,0.0,8.224625882659166e-10,3.102384767273922e-11,0.0,0.0,6.465425065060765e-10,90271.0874390555
149,2.883597828227282,0.0,9.20429527627099e-10,4.6493692266984095e-11,0.0,0.0,7.30594323858168e-10,90131.22399499087
150,5.000976630832234,0.0,2.221997615559493e-09,4.764146257381745e-11,0.0,0.0,1.661698839485137e-09,91772.44159270816
151,8.23852365678396,0.0,2.336905468261254e-10,1.1606764832245871e-10,0.0,0.0,3.9354922270128117e-10,92384.86678261525
152,4.955102034503367,0.0,4.93127692789995e-10,2.7361816551665173e-11,1.0526038119853928e-11,0.0,3.9958975977971434e-10,91786.59666952142
153,10.453681945892912,0.0,4.740709586535542e-10,1.5190774275948944e-11,0.0,0.0,4.0834534517312253e-10,93402.30582924462
154,6.567185117436997,0.0,3.9265326090371057e-10,2.7600347639872336e-11,5.488244056511763e-13,0.0,3.3257509968319266e-10,94138.20158207252
155,11.115107634227902,0.0,4.619892934136171e-10,7.785094481194343e-12,3.0738326484279283e-12,0.0,3.9540843159660574e-10,95378.2087464252
156,9.10161417940012,0.0,4.3457460016829046e-10,1.8887620093267776e-11,4.1559690298992675e-12,0.0,3.734444784372391e-10,94217.8970538443
157,7.897427666257738,0.0,4.968560793861355e-10,2.039708965212311e-11,1.0057811760140091e-11,0.0,4.087917003365427e-10,94087.72728927096
158,9.300126372583003,0.0,3.7205565807747706e-10,2.4498405549653668e-11,0.0,0.0,3.235518872737257e-10,96205.70092479615
159,7.960356172837759,0.0,3.881262767708761e-10,1.967004948784101e-11,0.0,0.0,3.2111077459262263e-10,97139.00592031002
160,11.351517475376701,0.0,9.531102368343919e-10,0.0,2.641153976285817e-11,0.0,7.724118507828833e-10,98584.54362988575
161,10.661032122340087,0.0,8.344226098686913e-10,2.8436861548946217e-11,1.0365761182564459e-11,0.0,7.344047522205523e-10,96981.91335878854
162,7.281446790326916,0.0,3.063674692696572e-10,5.266342773351755e-11,0.0,0.0,3.1349762955598784e-10,97810.27982031387
163,7.90371817554001,0.0,7.225064425291709e-10,0.0,4.05178108839627e-11,0.0,5.872553064300449e-10,98503.54041204888
164,8.9901853473835,0.0,2.7185167507187074e-10,3.867208500208106e-11,9.038182477159656e-13,0.0,2.756518355766496e-10,97892.48816685009
165,6.1017136240968295,0.0,2.313011518772142e-10,2.3393804702615214e-11,6.338065580265007e-13,0.0,1.9328592101996256e-10,96331.86371977118
166,7.359168968738449,0.0,2.335745186648283e-10,1.7990201732488993e-11,3.993378635582524e-12,0.0,1.827793468415903e-10,95904.26559943752
167,7.531476286705063,0.0,2.6296310882797665e-09,0.0,1.4395507856781246e-11,0.0,1.9123926900018728e-09,95934.95714731413
168,4.644129524413953,0.0,1.0179016188403039e-09,1.3156845557311864e-10,0.0,0.0,9.774376416489551e-10,95885.15094383025
169,5.195124888935074,0.0,5.807112617057679e-10,7.134441289010624e-11,0.0,0.0,5.346489919363382e-10,95843.30438280698
170,3.5988083396978676,0.0,7.488871623075943e-10,3.594298067008129e-11,0.0,0.0,5.996416223437375e-10,94540.51762103126
171,3.915569744950184,0.0,5.835728872141194e-10,4.371911117357331e-11,0.0,0.0,4.871016472688001e-10,93417.40382519766
172,4.50805499722824,0.0,6.6703603272453965e-09,4.902424051332801e-12,0.0,0.0,4.7850291579271685e-09,92653.14092220404
173,6.385384976059221,0.0,8.444789537472673e-09,3.225034060828954e-10,0.0,0.0,6.609789398335273e-09,91439.17026659552
174,6.3076788442701135,0.0,8.35129753975906e-09,4.6102331400646097e-10,0.0,0.0,6.791470476812023e-09,89676.05093518295
175,7.1479441343571155,0.0,6.166241268800652e-10,4.859053056336413e-10,1.3159651306544896e-11,0.0,1.3548879557639989e-09,87557.86092435232
176,7.757463487211044,0.0,5.12917449794915e-10,8.651034837929222e-11,7.940526965770005e-12,0.0,5.606453232490106e-10,85312.74178920772
177,11.493673386304405,0.0,5.506714663257698e-10,1.873975965299997e-11,0.0,0.0,4.980193754971675e-10,83141.39582463811
178,8.63819444348732,0.0,6.45759070909005e-10,2.030444222702594e-11,1.6042497145108263e-11,0.0,5.458228775782908e-10,80242.72443020272
179,8.679450673964503,0.0,8.842555016305633e-10,7.034488178321653e-12,6.198970923701063e-11,0.0,7.478836634738597e-10,76738.7149957145
180,8.60185607485216,0.0,7.338419303473033e-10,3.6555816260912265e-11,1.3796495572058703e-11,0.0,6.445516892387591e-10,75950.56165371535
181,11.530510042584854,0.0,5.13554301762293e-10,2.693472622487264e-11,0.0,0.0,4.79995920552629e-10,74727.06023709044
182,10.733239129454187,0.0,3.56293657867639e-10,2.10282775491558e-11,9.57973084622705e-12,0.0,3.3751865879879733e-10,70660.54297820224
183,10.365848306673737,0.0,3.8134519669628504e-10,9.652545012830516e-12,7.988547815854832e-12,0.0,3.3774003031068877e-10,67134.21253769852
184,8.102745596373328,0.0,4.4020065911039045e-10,1.4391991457998648e-11,8.318293270428093e-12,0.0,3.7124336736962983e-10,65105.50220429126
185,11.863607741569075,0.0,2.841959215447964e-10,1.1273121133738339e-11,0.0,0.0,2.756918406963209e-10,62880.82681955921
